biotype,chromosome_name,ensembl_gene_id,ensembl_transcript_id,function_group,gene_row_index,gene_token_ids,genomic_loc,preferred_ensembl,start_position,symbol,transcript_length
protein_coding,3,ENSG00000177463,ENST00000425241,Transcription Factor,11799,14288,25901,ENSG00000177463,14947583,NR2C2,8419
protein_coding,14,ENSG00000177465,ENST00000326303,rare_protein_coding,11800,14290,12168,ENSG00000177465,73591873,ACOT4,1465
protein_coding,17,ENSG00000177469,ENST00000357037,Transcription Factor,11801,14292,16615,ENSG00000177469,42402449,CAVIN1,3570
protein_coding,3,ENSG00000177479,ENST00000356401,Transcription Factor,11802,14294,26350,ENSG00000177479,48918821,ARIH2,4912
protein_coding,X,ENSG00000177485,ENST00000557385,Transcription Factor,11803,14296,46330,ENSG00000177485,120250752,ZBTB33,5253
protein_coding,3,ENSG00000177494,ENST00000317012,rare_Transcription Factor,11804,14298,26932,ENSG00000177494,111592900,ZBED2,2214
protein_coding,16,ENSG00000177508,ENST00000329734,Transcription Factor,11805,14300,15073,ENSG00000177508,54283304,IRX3,2625
protein_coding,18,ENSG00000177511,ENST00000324000,rare_protein_coding,11806,14301,18152,ENSG00000177511,57352557,ST8SIA3,10087
protein_coding,11,ENSG00000177542,ENST00000628067,protein_coding,11807,14304,5736,ENSG00000177542,790475,SLC25A22,2640
protein_coding,16,ENSG00000177548,ENST00000358201,protein_coding,11808,14305,14726,ENSG00000177548,28904421,RABEP2,2307
protein_coding,1,ENSG00000177551,ENST00000320238,rare_Transcription Factor,11809,14306,1899,ENSG00000177551,115836377,NHLH2,2512
protein_coding,5,ENSG00000177556,ENST00000313115,Housekeeping,11810,14308,32157,ENSG00000177556,151742316,ATOX1,471
protein_coding,3,ENSG00000177565,ENST00000457928,Transcription Factor,11811,14310,27812,ENSG00000177565,177019340,TBL1XR1,8182
protein_coding,8,ENSG00000177570,ENST00000314727,protein_coding,11812,14311,38482,ENSG00000177570,118189455,SAMD12,2186
protein_coding,12,ENSG00000177575,ENST00000432237,protein_coding,11813,14312,8179,ENSG00000177575,7470811,CD163,4071
protein_coding,11,ENSG00000177595,ENST00000347755,Transcription Factor,11814,14316,5736,ENSG00000177595,799179,PIDD1,2984
protein_coding,19,ENSG00000177599,ENST00000323169,rare_Transcription Factor,11815,14318,18805,ENSG00000177599,11797667,ZNF491,2888
protein_coding,11,ENSG00000177600,ENST00000321153,Housekeeping,11816,14319,5737,ENSG00000177600,809965,RPLP2,462
protein_coding,17,ENSG00000177602,ENST00000325418,protein_coding,11817,14320,15786,ENSG00000177602,3723903,HASPIN,2797
protein_coding,1,ENSG00000177606,ENST00000371222,Transcription Factor,11818,14321,1164,ENSG00000177606,58776845,JUN,3257
protein_coding,10,ENSG00000177613,ENST00000331173,protein_coding,11819,14322,4641,ENSG00000177613,51695486,CSTF2T,4110
protein_coding,1,ENSG00000177614,ENST00000391860,rare_protein_coding,11820,14323,3584,ENSG00000177614,230314490,PGBD5,10914
protein_coding,12,ENSG00000177627,ENST00000548364,rare_protein_coding,11821,14324,8782,ENSG00000177627,48482498,C12orf54,904
lncRNA,10,ENSG00000177640,ENST00000435944,rare_lncRNA,11822,14326,5499,ENSG00000177640,118046279,CASC2,3270
protein_coding,3,ENSG00000177646,ENST00000308982,Housekeeping,11823,14327,27207,ENSG00000177646,128879596,ACAD9,2445
protein_coding,22,ENSG00000177663,ENST00000319363,protein_coding,11824,14328,24963,ENSG00000177663,17084954,IL17RA,8566
protein_coding,11,ENSG00000177666,ENST00000336615,protein_coding,11825,14329,5737,ENSG00000177666,818914,PNPLA2,2416
protein_coding,1,ENSG00000177674,ENST00000314340,protein_coding,11826,14332,232,ENSG00000177674,11736084,AGTRAP,1130
protein_coding,12,ENSG00000177675,ENST00000313599,rare_protein_coding,11827,14333,8177,ENSG00000177675,7346685,CD163L1,4583
protein_coding,7,ENSG00000177679,ENST00000611745,rare_protein_coding,11828,14334,35842,ENSG00000177679,76201896,SRRM3,3617
protein_coding,11,ENSG00000177685,ENST00000525077,protein_coding,11829,14337,5737,ENSG00000177685,826144,CRACR2B,2166
protein_coding,21,ENSG00000177692,ENST00000381947,rare_protein_coding,11830,14340,24651,ENSG00000177692,33488055,DNAJC28,1485
protein_coding,3,ENSG00000177694,ENST00000454872,rare_protein_coding,11831,14342,27791,ENSG00000177694,174438573,NAALADL2,9807
protein_coding,11,ENSG00000177697,ENST00000397420,protein_coding,11832,14343,5737,ENSG00000177697,832887,CD151,1545
protein_coding,11,ENSG00000177700,ENST00000322028,Transcription Factor,11833,14345,5737,ENSG00000177700,837356,POLR2L,876
protein_coding,3,ENSG00000177707,ENST00000485303,protein_coding,11834,14347,26927,ENSG00000177707,111070071,NECTIN3,5197
protein_coding,17,ENSG00000177728,ENST00000314256,protein_coding,11835,14351,17269,ENSG00000177728,75441159,TMEM94,5412
protein_coding,17,ENSG00000177731,ENST00000327031,Transcription Factor,11836,14352,16084,ENSG00000177731,18244815,FLII,4181
protein_coding,20,ENSG00000177732,ENST00000342665,Transcription Factor,11837,14353,23244,ENSG00000177732,325552,SOX12,4673
protein_coding,5,ENSG00000177733,ENST00000314940,Housekeeping,11838,14354,31905,ENSG00000177733,137745651,HNRNPA0,8713
lncRNA,5,ENSG00000177738,ENST00000503152,lncRNA,11839,14356,30811,ENSG00000177738,43013060,ANXA2R-OT1,646
protein_coding,10,ENSG00000177791,ENST00000359322,rare_protein_coding,11840,14362,4882,ENSG00000177791,73631612,MYOZ1,1300
protein_coding,1,ENSG00000177807,ENST00000644903,rare_protein_coding,11841,14365,2490,ENSG00000177807,159998651,KCNJ10,5205
lncRNA,4,ENSG00000177822,ENST00000509012,lncRNA,11842,14366,30178,ENSG00000177822,181874438,TENM3-AS1,564
protein_coding,11,ENSG00000177830,ENST00000323578,Housekeeping,11843,14367,5739,ENSG00000177830,867859,CHID1,3260
protein_coding,5,ENSG00000177839,ENST00000316105,rare_protein_coding,11844,14368,31984,ENSG00000177839,141187127,PCDHB9,4381
protein_coding,3,ENSG00000177842,ENST00000314529,Transcription Factor,11845,14369,26180,ENSG00000177842,40477131,ZNF620,3291
protein_coding,10,ENSG00000177853,ENST00000316045,Transcription Factor,11846,14370,5204,ENSG00000177853,96129715,ZNF518A,8345
protein_coding,X,ENSG00000177854,ENST00000369982,protein_coding,11847,14371,46741,ENSG00000177854,153972754,TMEM187,1452
protein_coding,1,ENSG00000177868,ENST00000372521,Housekeeping,11848,14373,872,ENSG00000177868,42807052,SVBP,807
protein_coding,3,ENSG00000177873,ENST00000432264,rare_Transcription Factor,11849,14374,26180,ENSG00000177873,40477113,ZNF619,4841
protein_coding,17,ENSG00000177885,ENST00000316804,Housekeeping,11850,14377,17264,ENSG00000177885,75318076,GRB2,3273
protein_coding,1,ENSG00000177888,ENST00000367405,Transcription Factor,11851,14378,3016,ENSG00000177888,197153682,ZBTB41,8595
protein_coding,12,ENSG00000177889,ENST00000318066,Transcription Factor,11852,14379,9478,ENSG00000177889,93405673,UBE2N,4877
protein_coding,2,ENSG00000177917,ENST00000326446,protein_coding,11853,14381,22097,ENSG00000177917,152717647,ARL6IP6,3242
protein_coding,5,ENSG00000177932,ENST00000315475,Transcription Factor,11854,14382,32508,ENSG00000177932,179060373,ZNF354C,5893
protein_coding,9,ENSG00000177943,ENST00000317446,protein_coding,11855,14384,40484,ENSG00000177943,136850943,MAMDC4,3681
protein_coding,11,ENSG00000177951,ENST00000382762,Housekeeping,11856,14386,5715,ENSG00000177951,167784,BET1L,2792
protein_coding,11,ENSG00000177963,ENST00000526104,Housekeeping,11857,14388,5716,ENSG00000177963,207708,RIC8A,3506
protein_coding,15,ENSG00000177971,ENST00000403490,Housekeeping,11858,14389,13731,ENSG00000177971,75639085,IMP3,1132
protein_coding,12,ENSG00000177981,ENST00000317697,protein_coding,11859,14390,8774,ENSG00000177981,48147789,ASB8,2534
protein_coding,9,ENSG00000177984,ENST00000316144,protein_coding,11860,14391,40480,ENSG00000177984,136759634,LCN15,767
protein_coding,12,ENSG00000177990,ENST00000324472,protein_coding,11861,14393,9118,ENSG00000177990,63558913,DPY19L2,3976
protein_coding,22,ENSG00000178026,ENST00000318753,protein_coding,11862,14399,25177,ENSG00000178026,24585620,LRRC75B,1233
protein_coding,1,ENSG00000178028,ENST00000372289,Transcription Factor,11863,14400,911,ENSG00000178028,44213455,DMAP1,1742
protein_coding,9,ENSG00000178031,ENST00000380548,rare_protein_coding,11864,14401,39010,ENSG00000178031,17906563,ADAMTSL1,7771
protein_coding,6,ENSG00000178033,ENST00000368599,rare_protein_coding,11865,14402,34150,ENSG00000178033,116511639,CALHM5,9787
protein_coding,3,ENSG00000178035,ENST00000326739,protein_coding,11866,14403,26351,ENSG00000178035,49024325,IMPDH2,1651
protein_coding,3,ENSG00000178038,ENST00000318962,protein_coding,11867,14404,26294,ENSG00000178038,46668995,ALS2CL,4913
protein_coding,3,ENSG00000178053,ENST00000466246,protein_coding,11868,14405,27623,ENSG00000178053,158571163,MLF1,2213
protein_coding,3,ENSG00000178057,ENST00000326925,Housekeeping,11869,14406,26351,ENSG00000178057,49020459,NDUFAF3,902
protein_coding,2,ENSG00000178074,ENST00000319974,protein_coding,11870,14407,22601,ENSG00000178074,199911293,C2orf69,3691
protein_coding,3,ENSG00000178075,ENST00000358160,protein_coding,11871,14408,26976,ENSG00000178075,113828182,GRAMD1C,3807
protein_coding,19,ENSG00000178078,ENST00000594605,protein_coding,11872,14409,18584,ENSG00000178078,4324043,STAP2,1376
protein_coding,19,ENSG00000178093,ENST00000585580,rare_protein_coding,11873,14413,19042,ENSG00000178093,19512418,TSSK6,1330
protein_coding,1,ENSG00000178096,ENST00000369152,Transcription Factor,11874,14414,2173,ENSG00000178096,149887890,BOLA1,891
protein_coding,1,ENSG00000178104,ENST00000695795,protein_coding,11875,14415,2148,ENSG00000178104,148808140,PDE4DIP,8617
protein_coding,11,ENSG00000178105,ENST00000322536,protein_coding,11876,14416,7569,ENSG00000178105,108665058,DDX10,3217
protein_coding,3,ENSG00000178149,ENST00000341949,protein_coding,11877,14423,26351,ENSG00000178149,49015488,DALRD3,1748
protein_coding,19,ENSG00000178150,ENST00000595607,rare_Transcription Factor,11878,14424,19750,ENSG00000178150,48270081,ZNF114,2499
protein_coding,4,ENSG00000178163,ENST00000326756,Transcription Factor,11879,14426,28370,ENSG00000178163,10439880,ZNF518B,6954
protein_coding,2,ENSG00000178171,ENST00000321420,rare_protein_coding,11880,14427,21879,ENSG00000178171,130755540,AMER3,6216
protein_coding,5,ENSG00000178175,ENST00000318442,rare_Transcription Factor,11881,14429,31144,ENSG00000178175,72439903,ZNF366,6262
protein_coding,4,ENSG00000178177,ENST00000635767,Transcription Factor,11882,14430,28449,ENSG00000178177,17841187,LCORL,10321
protein_coding,18,ENSG00000178184,ENST00000353265,protein_coding,11883,14431,18440,ENSG00000178184,80157232,PARD6G,3836
protein_coding,16,ENSG00000178188,ENST00000684370,Housekeeping,11884,14433,14723,ENSG00000178188,28846600,SH2B1,4908
protein_coding,6,ENSG00000178199,ENST00000409806,protein_coding,11885,14434,34540,ENSG00000178199,149446795,ZC3H12D,5744
protein_coding,11,ENSG00000178202,ENST00000323468,protein_coding,11886,14436,7567,ENSG00000178202,108472112,POGLUT3,4253
protein_coding,8,ENSG00000178209,ENST00000345136,protein_coding,11887,14437,38789,ENSG00000178209,143915153,PLEC,14804
protein_coding,4,ENSG00000178222,ENST00000433731,rare_protein_coding,11888,14439,28190,ENSG00000178222,1056250,RNF212,2390
protein_coding,16,ENSG00000178226,ENST00000268281,rare_protein_coding,11889,14440,14798,ENSG00000178226,31138926,PRSS36,2811
protein_coding,7,ENSG00000178234,ENST00000430044,Housekeeping,11890,14443,36865,ENSG00000178234,152025674,GALNT11,2739
protein_coding,3,ENSG00000178252,ENST00000608424,Housekeeping,11891,14447,26351,ENSG00000178252,49007062,WDR6,4070
protein_coding,2,ENSG00000178295,ENST00000381254,protein_coding,11892,14451,20332,ENSG00000178295,17753858,GEN1,9957
protein_coding,11,ENSG00000178301,ENST00000313578,rare_protein_coding,11893,14453,7199,ENSG00000178301,77589391,AQP11,1835
protein_coding,17,ENSG00000178307,ENST00000317635,protein_coding,11894,14454,16178,ENSG00000178307,21197954,TMEM11,958
protein_coding,5,ENSG00000178338,ENST00000322434,Transcription Factor,11895,14455,32499,ENSG00000178338,178859953,ZNF354B,2794
protein_coding,18,ENSG00000178342,ENST00000316249,rare_protein_coding,11896,14456,18433,ENSG00000178342,79797938,KCNG2,1876
protein_coding,10,ENSG00000178363,ENST00000315238,rare_protein_coding,11897,14459,3990,ENSG00000178363,5524961,CALML3,1811
protein_coding,7,ENSG00000178381,ENST00000316495,protein_coding,11898,14461,34867,ENSG00000178381,1152071,ZFAND2A,878
protein_coding,2,ENSG00000178385,ENST00000427836,rare_protein_coding,11899,14462,22737,ENSG00000178385,207821288,PLEKHM3,9774
protein_coding,7,ENSG00000178397,ENST00000313324,Housekeeping,11900,14466,34947,ENSG00000178397,6329411,FAM220A,2220
protein_coding,12,ENSG00000178401,ENST00000549441,protein_coding,11901,14467,8813,ENSG00000178401,49346888,DNAJC22,4447
protein_coding,4,ENSG00000178403,ENST00000313341,rare_Transcription Factor,11902,14468,29457,ENSG00000178403,112513516,NEUROG2,2295
protein_coding,6,ENSG00000178409,ENST00000369042,Transcription Factor,11903,14470,34006,ENSG00000178409,107065182,BEND3,6446
protein_coding,6,ENSG00000178425,ENST00000319550,protein_coding,11904,14472,34143,ENSG00000178425,116100851,NT5DC1,6919
protein_coding,9,ENSG00000178445,ENST00000321612,protein_coding,11905,14475,38909,ENSG00000178445,6532467,GLDC,3843
protein_coding,8,ENSG00000178460,ENST00000422365,rare_protein_coding,11906,14479,37887,ENSG00000178460,66870749,MCMDC2,5074
protein_coding,10,ENSG00000178462,ENST00000380419,rare_protein_coding,11907,14480,3986,ENSG00000178462,5393101,TUBAL3,1793
protein_coding,3,ENSG00000178467,ENST00000383729,protein_coding,11908,14482,26351,ENSG00000178467,48989889,P4HTM,1771
protein_coding,12,ENSG00000178498,ENST00000337737,protein_coding,11909,14484,9054,ENSG00000178498,57604622,DTX3,2028
protein_coding,17,ENSG00000178502,ENST00000319121,protein_coding,11910,14485,16599,ENSG00000178502,41848518,KLHL11,7402
protein_coding,19,ENSG00000178531,ENST00000318978,protein_coding,11911,14488,18678,ENSG00000178531,7924491,CTXN1,1237
protein_coding,3,ENSG00000178537,ENST00000319017,protein_coding,11912,14489,26349,ENSG00000178537,48856926,SLC25A20,1778
protein_coding,8,ENSG00000178538,ENST00000317995,rare_protein_coding,11913,14490,37809,ENSG00000178538,60185412,CA8,5735
protein_coding,2,ENSG00000178562,ENST00000324106,protein_coding,11914,14492,22682,ENSG00000178562,203706475,CD28,4721
protein_coding,3,ENSG00000178567,ENST00000322716,Housekeeping,11915,14493,26113,ENSG00000178567,36985043,EPM2AIP1,8089
protein_coding,2,ENSG00000178568,ENST00000342788,rare_Transcription Factor,11916,14494,22777,ENSG00000178568,211375717,ERBB4,12097
protein_coding,16,ENSG00000178573,ENST00000326043,Transcription Factor,11917,14495,15487,ENSG00000178573,79585843,MAF,2669
protein_coding,1,ENSG00000178585,ENST00000377263,Transcription Factor,11918,14496,192,ENSG00000178585,9848276,CTNNBIP1,3006
protein_coding,X,ENSG00000178605,ENST00000326153,protein_coding,11919,14502,44947,ENSG00000178605,304529,GTPBP6,1875
protein_coding,17,ENSG00000178607,ENST00000433197,Transcription Factor,11920,14503,17084,ENSG00000178607,64039080,ERN1,7895
protein_coding,2,ENSG00000178623,ENST00000407714,protein_coding,11921,14504,23195,ENSG00000178623,240605430,GPR35,3300
protein_coding,2,ENSG00000178662,ENST00000651982,rare_Transcription Factor,11922,14510,22222,ENSG00000178662,165469647,CSRNP3,11737
protein_coding,8,ENSG00000178685,ENST00000313028,Transcription Factor,11923,14512,38791,ENSG00000178685,143977153,PARP10,3505
protein_coding,17,ENSG00000178691,ENST00000322652,Transcription Factor,11924,14514,16338,ENSG00000178691,31937007,SUZ12,4495
protein_coding,3,ENSG00000178694,ENST00000314622,protein_coding,11925,14515,26756,ENSG00000178694,94062980,NSUN3,6431
protein_coding,13,ENSG00000178695,ENST00000377474,protein_coding,11926,14516,10917,ENSG00000178695,76880175,KCTD12,6231
protein_coding,3,ENSG00000178700,ENST00000314636,protein_coding,11927,14517,26755,ENSG00000178700,94047836,DHFR2,3856
protein_coding,15,ENSG00000178718,ENST00000322177,protein_coding,11928,14519,13708,ENSG00000178718,74954418,RPP25,2355
protein_coding,8,ENSG00000178719,ENST00000395068,Housekeeping,11929,14520,38792,ENSG00000178719,143990056,GRINA,1858
lncRNA,5,ENSG00000178722,ENST00000667197,rare_lncRNA,11930,14521,31002,,61610424,C5orf64,3441
protein_coding,20,ENSG00000178726,ENST00000377103,protein_coding,11931,14523,23558,ENSG00000178726,23045633,THBD,4040
protein_coding,3,ENSG00000178732,ENST00000692618,rare_protein_coding,11932,14524,28069,ENSG00000178732,194394821,GP5,3493
protein_coding,15,ENSG00000178741,ENST00000322347,Housekeeping,11933,14526,13707,ENSG00000178741,74919791,COX5A,1173
protein_coding,15,ENSG00000178761,ENST00000357635,protein_coding,11934,14529,13706,ENSG00000178761,74899992,FAM219B,3275
protein_coding,8,ENSG00000178764,ENST00000314393,Transcription Factor,11935,14531,38524,ENSG00000178764,122781655,ZHX2,4361
protein_coding,3,ENSG00000178772,ENST00000323830,rare_protein_coding,11936,14532,28067,ENSG00000178772,194339768,CPN2,3025
protein_coding,16,ENSG00000178773,ENST00000319518,protein_coding,11937,14533,15672,ENSG00000178773,89575758,CPNE7,2442
protein_coding,15,ENSG00000178802,ENST00000352410,protein_coding,11938,14538,13706,ENSG00000178802,74890005,MPI,5793
protein_coding,8,ENSG00000178814,ENST00000618853,protein_coding,11939,14542,38794,ENSG00000178814,144051266,OPLAH,4020
protein_coding,7,ENSG00000178826,ENST00000359333,rare_protein_coding,11940,14544,36717,ENSG00000178826,143279957,TMEM139,2375
protein_coding,17,ENSG00000178852,ENST00000331493,protein_coding,11941,14547,16757,ENSG00000178852,47323290,EFCAB13,3957
protein_coding,8,ENSG00000178860,ENST00000325509,Transcription Factor,11942,14548,37951,ENSG00000178860,71841560,MSC,1956
protein_coding,12,ENSG00000178878,ENST00000356591,protein_coding,11943,14549,8333,ENSG00000178878,12725917,APOLD1,4594
protein_coding,12,ENSG00000178882,ENST00000546355,rare_protein_coding,11944,14550,10009,ENSG00000178882,123973241,RFLNA,2487
protein_coding,8,ENSG00000178896,ENST00000316052,Housekeeping,11945,14551,38795,ENSG00000178896,144078648,EXOSC4,842
protein_coding,19,ENSG00000178904,ENST00000392250,protein_coding,11946,14552,19259,ENSG00000178904,32405543,DPY19L3,5978
protein_coding,5,ENSG00000178913,ENST00000313368,Transcription Factor,11947,14553,31986,ENSG00000178913,141259884,TAF7,2295
protein_coding,9,ENSG00000178919,ENST00000375123,rare_Transcription Factor,11948,14555,39902,ENSG00000178919,97853226,FOXE1,3492
protein_coding,17,ENSG00000178921,ENST00000314666,protein_coding,11949,14556,15907,ENSG00000178921,8247618,PFAS,5369
protein_coding,1,ENSG00000178922,ENST00000372430,protein_coding,11950,14557,892,ENSG00000178922,43450989,HYI,1221
protein_coding,17,ENSG00000178927,ENST00000306645,protein_coding,11951,14558,17449,ENSG00000178927,82440912,CYBC1,2073
protein_coding,19,ENSG00000178935,ENST00000391701,Transcription Factor,11952,14561,20076,ENSG00000178935,57803841,ZNF552,2352
protein_coding,4,ENSG00000178950,ENST00000314167,protein_coding,11953,14563,28184,ENSG00000178950,849276,GAK,4461
protein_coding,19,ENSG00000178951,ENST00000322357,Transcription Factor,11954,14564,18573,ENSG00000178951,4043303,ZBTB7A,6437
protein_coding,16,ENSG00000178952,ENST00000313511,protein_coding,11955,14565,14723,ENSG00000178952,28842411,TUFM,2011
protein_coding,9,ENSG00000178966,ENST00000445877,protein_coding,11956,14567,39673,ENSG00000178966,83980798,RMI1,3300
protein_coding,17,ENSG00000178971,ENST00000651323,protein_coding,11957,14568,15906,ENSG00000178971,8224815,CTC1,7039
protein_coding,14,ENSG00000178974,ENST00000313833,protein_coding,11958,14569,11881,ENSG00000178974,55271344,FBXO34,3348
lncRNA,17,ENSG00000178977,ENST00000315707,lncRNA,11959,14570,15906,ENSG00000178977,8220624,LINC00324,2100
protein_coding,19,ENSG00000178980,ENST00000601048,Housekeeping,11960,14571,19736,ENSG00000178980,47778677,SELENOW,758
protein_coding,19,ENSG00000178982,ENST00000248342,Transcription Factor,11961,14572,19434,ENSG00000178982,38619082,EIF3K,772
protein_coding,4,ENSG00000178988,ENST00000320848,Housekeeping,11962,14573,28292,ENSG00000178988,6707701,MRFAP1L1,1578
protein_coding,5,ENSG00000178996,ENST00000381410,protein_coding,11963,14574,30898,ENSG00000178996,54517759,SNX18,5223
protein_coding,15,ENSG00000178997,ENST00000458580,rare_protein_coding,11964,14575,13103,ENSG00000178997,41182725,EXD1,3254
protein_coding,17,ENSG00000178999,ENST00000585124,Transcription Factor,11965,14576,15905,ENSG00000178999,8204733,AURKB,1243
protein_coding,4,ENSG00000179010,ENST00000382581,Housekeeping,11966,14579,28291,ENSG00000179010,6640091,MRFAP1,1574
protein_coding,3,ENSG00000179021,ENST00000318887,protein_coding,11967,14580,26735,ENSG00000179021,88149959,C3orf38,2414
protein_coding,17,ENSG00000179029,ENST00000437139,protein_coding,11968,14583,15903,ENSG00000179029,8172457,TMEM107,2263
protein_coding,8,ENSG00000179041,ENST00000320270,protein_coding,11969,14586,37878,ENSG00000179041,66429014,RRS1,1720
protein_coding,4,ENSG00000179046,ENST00000682553,protein_coding,11970,14588,30287,ENSG00000179046,188091272,TRIML2,1998
protein_coding,1,ENSG00000179051,ENST00000375436,Housekeeping,11971,14589,359,ENSG00000179051,17406760,RCC2,4040
protein_coding,4,ENSG00000179059,ENST00000326866,rare_Transcription Factor,11972,14593,30286,ENSG00000179059,187995771,ZFP42,2647
protein_coding,1,ENSG00000179085,ENST00000368400,Housekeeping,11973,14599,2343,ENSG00000179085,155139891,DPM3,396
protein_coding,8,ENSG00000179091,ENST00000318911,Housekeeping,11974,14601,38796,ENSG00000179091,144095039,CYC1,1191
protein_coding,17,ENSG00000179094,ENST00000317276,Transcription Factor,11975,14602,15902,ENSG00000179094,8140472,PER1,4676
protein_coding,3,ENSG00000179097,ENST00000319595,rare_protein_coding,11976,14603,26730,ENSG00000179097,87792706,HTR1F,3386
protein_coding,12,ENSG00000179104,ENST00000321196,protein_coding,11977,14605,9376,ENSG00000179104,82686880,TMTC2,5669
protein_coding,19,ENSG00000179115,ENST00000314606,Transcription Factor,11978,14607,18848,ENSG00000179115,12922479,FARSA,1811
protein_coding,11,ENSG00000179119,ENST00000336349,protein_coding,11979,14608,6127,ENSG00000179119,18606403,SPTY2D1,5601
protein_coding,10,ENSG00000179133,ENST00000636213,rare_protein_coding,11980,14610,4231,ENSG00000179133,23202696,C10orf67,3153
protein_coding,19,ENSG00000179134,ENST00000610417,Transcription Factor,11981,14611,19454,ENSG00000179134,39342421,SAMD4B,4680
protein_coding,17,ENSG00000179148,ENST00000448843,rare_protein_coding,11982,14616,15900,ENSG00000179148,8095900,ALOXE3,3205
protein_coding,15,ENSG00000179151,ENST00000315127,Housekeeping,11983,14617,13700,ENSG00000179151,74630558,EDC3,3744
protein_coding,3,ENSG00000179152,ENST00000342649,protein_coding,11984,14618,26239,ENSG00000179152,44338119,TCAIM,3370
protein_coding,1,ENSG00000179163,ENST00000374479,protein_coding,11985,14620,474,ENSG00000179163,23845077,FUCA1,2043
protein_coding,19,ENSG00000179168,ENST00000334928,rare_protein_coding,11986,14622,19429,ENSG00000179168,38384267,GGN,2245
protein_coding,19,ENSG00000179218,ENST00000316448,Transcription Factor,11987,14628,18848,ENSG00000179218,12938578,CALR,1901
protein_coding,X,ENSG00000179222,ENST00000326587,Transcription Factor,11988,14630,45550,ENSG00000179222,51803007,MAGED1,2723
protein_coding,11,ENSG00000179240,ENST00000529331,protein_coding,11989,14631,7176,ENSG00000179240,76381303,GVQW3,5444
protein_coding,11,ENSG00000179241,ENST00000315571,protein_coding,11990,14632,6332,ENSG00000179241,35943981,LDLRAD3,3814
protein_coding,20,ENSG00000179242,ENST00000614565,rare_protein_coding,11991,14633,24200,ENSG00000179242,61252261,CDH4,6678
protein_coding,19,ENSG00000179262,ENST00000586534,Housekeeping,11992,14636,18848,ENSG00000179262,12945855,RAD23A,1772
protein_coding,19,ENSG00000179271,ENST00000316939,Housekeeping,11993,14638,18848,ENSG00000179271,12953119,GADD45GIP1,1769
protein_coding,19,ENSG00000179284,ENST00000317060,rare_protein_coding,11994,14640,18849,ENSG00000179284,12965159,DAND5,1781
protein_coding,12,ENSG00000179295,ENST00000351677,Housekeeping,11995,14642,9781,ENSG00000179295,112418351,PTPN11,6073
protein_coding,4,ENSG00000179299,ENST00000381782,rare_protein_coding,11996,14643,28641,ENSG00000179299,40749925,NSUN7,4839
protein_coding,17,ENSG00000179314,ENST00000317744,protein_coding,11997,14646,15842,ENSG00000179314,6057807,WSCD1,6056
protein_coding,11,ENSG00000179331,ENST00000320578,rare_protein_coding,11998,14647,7558,ENSG00000179331,107928448,RAB39A,1885
protein_coding,15,ENSG00000179335,ENST00000395066,protein_coding,11999,14648,13698,ENSG00000179335,74598500,CLK3,1854
protein_coding,6,ENSG00000179344,ENST00000434651,Transcription Factor,12000,14650,33149,ENSG00000179344,32659467,HLA-DQB1,1605
protein_coding,3,ENSG00000179348,ENST00000341105,Transcription Factor,12001,14651,27196,ENSG00000179348,128479427,GATA2,3383
protein_coding,14,ENSG00000179364,ENST00000447393,Transcription Factor,12002,14655,12657,ENSG00000179364,105300563,PACS2,6361
protein_coding,4,ENSG00000179387,ENST00000323570,protein_coding,12003,14657,29740,ENSG00000179387,140524168,ELMOD2,4399
protein_coding,8,ENSG00000179388,ENST00000317216,Transcription Factor,12004,14658,37298,ENSG00000179388,22687659,EGR3,4514
protein_coding,1,ENSG00000179397,ENST00000366534,rare_protein_coding,12005,14659,3796,ENSG00000179397,244454377,CATSPERE,3436
protein_coding,13,ENSG00000179399,ENST00000377067,rare_protein_coding,12006,14660,11040,ENSG00000179399,91398621,GPC5,2943
protein_coding,1,ENSG00000179403,ENST00000476993,protein_coding,12007,14661,42,ENSG00000179403,1434861,VWA1,4492
lncRNA,7,ENSG00000179406,ENST00000638517,lncRNA,12008,14662,35702,ENSG00000179406,66376044,LINC00174,4621
protein_coding,17,ENSG00000179409,ENST00000319004,protein_coding,12009,14664,15707,ENSG00000179409,744421,GEMIN4,3744
protein_coding,11,ENSG00000179431,ENST00000317811,protein_coding,12010,14668,6326,ENSG00000179431,35618460,FJX1,2406
protein_coding,14,ENSG00000179454,ENST00000396128,Transcription Factor,12011,14672,11745,ENSG00000179454,44924324,KLHL28,6522
protein_coding,1,ENSG00000179456,ENST00000358704,Transcription Factor,12012,14674,3786,ENSG00000179456,244048547,ZBTB18,3851
protein_coding,14,ENSG00000179476,ENST00000325192,rare_protein_coding,12013,14677,11744,ENSG00000179476,44897275,C14orf28,2935
protein_coding,17,ENSG00000179477,ENST00000647874,rare_protein_coding,12014,14678,15900,ENSG00000179477,8072636,ALOX12B,2515
lncRNA,15,ENSG00000179523,ENST00000560750,lncRNA,12015,14680,13182,ENSG00000179523,44527257,EIF3J-DT,1093
protein_coding,8,ENSG00000179526,ENST00000398712,Housekeeping,12016,14681,38796,ENSG00000179526,144098633,SHARPIN,1348
protein_coding,11,ENSG00000179532,ENST00000254579,rare_protein_coding,12017,14683,5921,ENSG00000179532,6497260,DNHD1,14876
protein_coding,X,ENSG00000179542,ENST00000356928,rare_protein_coding,12018,14684,46606,ENSG00000179542,143622790,SLITRK4,8736
